料理名,レシピURL,画像URL,材料,個数
豚こまの唐揚げ,https://recipe.rakuten.co.jp/recipe/1510019061/,"https://recipe.r10s.jp/recipe-space/d/strg/ctrl/3/0d780b7a5d2046f1e38d4613f7ded8d4ea1d5afa.12.2.3.2.jpg?interpolation=lanczos-none&fit=around|716:716&crop=716:716;*,*",豚こま肉;レタス,2.5;0.5
